ExitDistance,HasSupply,HasEnemy,ClosestEnemy,ClosestEnemyToSupply,Utility,Action
1,Yes,Yes,3,0,3,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,6,3,14,GetFood
0,Yes,Yes,6,3,14,GetFood
0,Yes,Yes,5.392789,2.392789,14,GetFood
0,Yes,Yes,5,2,14,GetFood
0,Yes,Yes,5,2,14,GetFood
1,Yes,Yes,4,2,15,GetFood
2,Yes,Yes,2.361988,1.361988,16,GetFood
3,Yes,Yes,1,1,17,GetFood
3,Yes,Yes,1,1,17,GetFood
3,No,Yes,1,1000,-3,GetExit
3,No,Yes,0.4256656,1000,-3,GetExit
2,No,Yes,1,1000,-2,GetExit
1,No,Yes,2,1000,-1,GetExit
0,Yes,Yes,5,1,2,GetExit
0,Yes,Yes,5,1,2,GetExit
0,Yes,Yes,4.356983,0.3569829,2,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,4,0,2,GetExit
0,Yes,Yes,3.416355,0.3900537,2,GetExit
7,Yes,Yes,1,0,25,GetFood
6,Yes,Yes,0,0,26,GetFood
5,Yes,Yes,0.5404992,0.4595008,27,GetFood
4,Yes,Yes,1,1,28,GetFood
3,Yes,Yes,0,1,29,GetFood
2,Yes,Yes,1,1,30,GetFood
1,Yes,Yes,1.380418,1.380418,29,GetFood
1,Yes,Yes,1,1,29,GetFood
1,Yes,Yes,1,1,29,GetFood
1,Yes,Yes,1,1,29,GetFood
1,Yes,Yes,0.400261,0.400261,29,GetFood
1,Yes,Yes,0,1,9,GetExit
1,Yes,Yes,0,1,9,GetExit
1,Yes,Yes,0,1,9,GetExit
7,Yes,Yes,4,0,3,GetFood
6,Yes,Yes,3,0,4,GetFood
5,Yes,Yes,2,0,5,GetFood
4,Yes,Yes,1,0,6,GetFood
3,Yes,Yes,0,0,7,GetFood
3,No,Yes,0,1000,-3,GetExit
2,No,Yes,0.4174304,1000,-2,GetExit
1,No,Yes,2,1000,-1,GetExit
0,No,Yes,3,1000,0,GetExit
7,Yes,Yes,2,1,13,GetFood
6,Yes,Yes,1,1,14,GetFood
7,Yes,No,1000,1000,19,GetFood
7,Yes,No,1000,1000,19,GetFood
7,Yes,No,1000,1000,19,GetFood
7,Yes,No,1000,1000,19,GetFood
6,Yes,No,1000,1000,4,GetFood
5,Yes,No,1000,1000,5,GetFood
4,Yes,No,1000,1000,6,GetFood
4,Yes,No,1000,1000,6,GetFood
4,Yes,No,1000,1000,6,GetFood
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
4,No,No,1000,1000,-4,GetExit
3,No,No,1000,1000,-3,GetExit
2,No,No,1000,1000,-2,GetExit
1,No,No,1000,1000,-1,GetExit
7,Yes,Yes,5,4,43,GetFood
6,Yes,Yes,4,4,44,GetFood
5,Yes,Yes,2.411908,2.411908,45,GetFood
5,Yes,Yes,2,1,27,GetFood
4,Yes,Yes,1,1,28,GetFood
3,Yes,Yes,0,1,27,GetFood
2,Yes,Yes,0.3794775,1.620522,20,GetFood
3,Yes,Yes,1,2,21,GetFood
4,Yes,Yes,2,2,22,GetFood
4,Yes,Yes,2,2,22,GetFood
4,Yes,Yes,1.374699,1.374699,22,GetFood
4,Yes,Yes,1,1,12,GetExit
3,Yes,Yes,0,1,11,GetExit
2,Yes,Yes,1,1,10,GetExit
1,Yes,Yes,1.421169,1.578831,9,GetExit
0,Yes,Yes,2,2,8,GetExit
0,Yes,Yes,2,2,8,GetExit
0,Yes,Yes,2,2,8,GetExit
7,Yes,Yes,4,2,13,GetFood
6,Yes,Yes,3,2,14,GetFood
5,Yes,Yes,2,2,15,GetFood
4,Yes,Yes,1,2,16,GetFood
3,Yes,Yes,0,2,17,GetFood
2,Yes,Yes,1,2,18,GetFood
1,Yes,Yes,1.386065,1.386065,19,GetFood
0,Yes,Yes,2,1,18,GetFood
0,Yes,Yes,2,1,18,GetFood
0,Yes,Yes,2,1,18,GetFood
0,Yes,Yes,1.422298,0.422298,18,GetFood
0,Yes,Yes,1,0,18,GetFood
1,No,Yes,0,1000,-1,GetExit
1,No,Yes,0,1000,-1,GetExit
1,No,Yes,0,1000,-1,GetExit
1,No,Yes,0,1000,-1,GetExit
1,No,Yes,0,1000,-1,GetExit
7,Yes,Yes,1,1,63,GetFood
7,Yes,Yes,1,1,63,GetFood
7,Yes,Yes,1,1,63,GetFood
7,Yes,Yes,1,1,63,GetFood
7,Yes,Yes,1,1,63,GetFood
7,Yes,Yes,1,1,63,GetFood
6,Yes,Yes,0.6656532,1,64,GetFood
5,Yes,Yes,1,1,65,GetFood
5,Yes,Yes,1,0,55,GetFood
4,Yes,Yes,0,0,56,GetFood
4,Yes,Yes,0,2,36,GetFood
3,Yes,Yes,1,2,37,GetFood
2,Yes,Yes,2,2,18,GetFood
2,No,Yes,2,1000,-2,GetExit
1,No,Yes,2.574558,1000,-1,GetExit
0,No,Yes,3,1000,0,GetExit
0,No,Yes,3,1000,0,GetExit
0,No,Yes,3,1000,0,GetExit
0,No,Yes,3,1000,0,GetExit
7,Yes,Yes,1,0,23,GetExit
6,Yes,Yes,0,0,24,GetExit
5,Yes,Yes,0.3940399,0.3940399,23,GetExit
4,Yes,Yes,0,0,22,GetExit
3,Yes,Yes,1,0,21,GetExit
2,Yes,Yes,2,0,20,GetExit
1,Yes,Yes,2.613921,0.592387,19,GetExit
0,Yes,Yes,3,1,18,GetExit
0,Yes,Yes,3,1,18,GetExit
0,Yes,Yes,3,1,18,GetExit
0,Yes,Yes,2.604355,1.595337,18,GetExit
0,Yes,Yes,2,2,18,GetExit
0,Yes,Yes,2,2,18,GetExit
0,Yes,Yes,2,2,18,GetExit
0,Yes,Yes,1,2,42,GetFood
1,Yes,Yes,0,2,43,GetFood
2,Yes,Yes,1,2,44,GetFood
3,Yes,Yes,2,2,45,GetFood
3,Yes,Yes,2,2,45,GetFood
3,Yes,Yes,2,2,25,GetExit
3,Yes,Yes,1.602293,1.602293,25,GetExit
2,Yes,Yes,1,1,24,GetExit
1,Yes,Yes,0,1,23,GetExit
0,Yes,Yes,1,1,22,GetExit
0,Yes,Yes,0.3481684,0.52964,22,GetExit
0,Yes,Yes,0.03236341,0.213835,22,GetExit
0,Yes,Yes,0,0,22,GetExit
0,Yes,Yes,0,0,22,GetExit
1,Yes,Yes,0.3038912,0,23,GetExit
2,Yes,Yes,1,0,24,GetExit
3,Yes,Yes,0,0,25,GetExit
4,Yes,Yes,1,1,24,GetExit
5,Yes,Yes,1.586039,0.5860391,23,GetExit
6,Yes,Yes,2,0,22,GetExit
7,Yes,Yes,3,0,21,GetExit
7,Yes,Yes,3,0,21,GetExit
7,Yes,Yes,2.587204,0.4127965,21,GetExit
7,Yes,Yes,2,1,21,GetExit
7,Yes,Yes,2,1,21,GetExit
7,Yes,Yes,2,1,21,GetExit
7,Yes,Yes,1.559734,1.440266,21,GetExit
7,Yes,Yes,1,2,21,GetExit
6,Yes,Yes,0,2,22,GetExit
5,Yes,Yes,1,2,23,GetExit
4,Yes,Yes,1.677331,1.677331,24,GetExit
3,Yes,Yes,2,2,25,GetExit
2,Yes,Yes,1,2,24,GetExit
1,Yes,Yes,0,2,23,GetExit
0,Yes,Yes,1,2,4,GetExit
1,Yes,Yes,0,2,5,GetExit
2,Yes,Yes,0.7062279,1.706228,6,GetExit
3,Yes,Yes,1,1,7,GetExit
2,Yes,Yes,0,1,6,GetExit
1,Yes,Yes,1,1,5,GetExit
0,Yes,Yes,1.638846,1.361154,4,GetExit
0,Yes,Yes,1,2,4,GetExit
0,Yes,Yes,1,2,4,GetExit
0,Yes,Yes,1,2,4,GetExit
0,Yes,Yes,0.552892,2.447108,4,GetExit
0,Yes,Yes,0,3,4,GetExit
0,Yes,Yes,0,3,4,GetExit
7,Yes,Yes,2,0,13,GetFood
7,Yes,Yes,2,0,13,GetFood
7,Yes,Yes,1.618184,0.381816,13,GetFood
7,Yes,Yes,1,1,13,GetFood
7,Yes,Yes,1,1,13,GetFood
7,Yes,Yes,1,1,13,GetFood
7,Yes,Yes,0.613408,1.386592,13,GetFood
6,Yes,Yes,1,2,14,GetFood
5,No,Yes,2,1000,-5,GetExit
5,No,Yes,2,1000,-5,GetExit
4,No,Yes,0.3883569,1000,-4,GetExit
3,No,Yes,1,1000,-3,GetExit
2,No,Yes,0,1000,-2,GetExit
1,No,Yes,1,1000,-1,GetExit
0,Yes,Yes,3,0,2,GetExit
0,Yes,Yes,3,0,2,GetExit
0,Yes,Yes,2.326425,0,2,GetExit
0,Yes,Yes,2,0,2,GetExit
0,Yes,Yes,2,0,2,GetExit
0,Yes,Yes,2,0,2,GetExit
0,Yes,Yes,1.398747,0,2,GetExit
0,Yes,Yes,3,2,28,GetExit
0,Yes,Yes,3,2,28,GetExit
0,Yes,Yes,2.803632,2.378641,28,GetExit
0,Yes,Yes,2,3,28,GetExit
0,Yes,Yes,2,3,28,GetExit
0,Yes,Yes,2,3,28,GetExit
0,Yes,Yes,1.763673,3,28,GetExit
0,Yes,Yes,2,1,74,GetFood
0,Yes,Yes,2,1,74,GetFood
0,Yes,Yes,1.371124,0.3711238,74,GetFood
0,Yes,Yes,1,0,74,GetFood
1,Yes,Yes,0,0,65,GetFood
0,Yes,Yes,1,0,64,GetFood
1,Yes,Yes,0.5270996,0.5270996,65,GetFood
2,Yes,Yes,0,0,66,GetFood
3,Yes,Yes,1,1,65,GetFood
4,Yes,Yes,2,1,64,GetFood
5,Yes,Yes,2.563144,3.563144,63,GetFood
5,Yes,Yes,2,3,63,GetFood
5,Yes,Yes,2,3,63,GetFood
6,Yes,Yes,3,3,62,GetFood
6,Yes,Yes,2.569957,0.2225091,52,GetExit
6,Yes,Yes,2,1,52,GetExit
5,Yes,Yes,1,1,53,GetExit
4,Yes,Yes,0,1,54,GetExit
3,Yes,Yes,0.5256062,0.5256062,55,GetExit
2,Yes,Yes,1,1,56,GetExit
1,Yes,Yes,2,2,55,GetExit
0,Yes,Yes,2,1,20,GetExit
0,Yes,Yes,2,1,20,GetExit
0,Yes,Yes,1.631193,1.177454,20,GetExit
0,Yes,Yes,1,2,20,GetExit
0,Yes,Yes,1,2,20,GetExit
0,Yes,Yes,1,2,20,GetExit
0,Yes,Yes,0.6336198,1.430031,20,GetExit
7,Yes,Yes,1,0,61,GetExit
6,Yes,Yes,0,0,62,GetExit
5,Yes,Yes,0.3032831,0.3032831,61,GetExit
4,Yes,Yes,1,1,60,GetExit
3,Yes,Yes,0,1,59,GetExit
2,Yes,Yes,1,1,58,GetExit
1,Yes,Yes,1.544772,1,57,GetExit
0,Yes,Yes,2,0,-2,GetExit
0,Yes,Yes,2,0,-2,GetExit
0,Yes,Yes,1.848903,0,-2,GetExit
0,Yes,Yes,1,0,-2,GetExit
0,Yes,Yes,1,0,-2,GetExit
0,Yes,Yes,1,0,-2,GetExit
0,Yes,Yes,1,0,-2,GetExit
7,Yes,Yes,1,0,69,GetFood
7,Yes,Yes,1,0,69,GetFood
7,Yes,Yes,0.356548,0.643452,69,GetFood
6,Yes,Yes,1,1,54,GetFood
5,Yes,Yes,1,1,45,GetFood
4,Yes,Yes,0,0,44,GetFood
4,Yes,Yes,0,0,44,GetFood
3,Yes,Yes,1,0,43,GetFood
2,Yes,Yes,2,3,42,GetFood
1,Yes,Yes,3,3,41,GetFood
0,Yes,Yes,3.582691,2.582691,40,GetFood
0,Yes,Yes,3,2,40,GetFood
0,Yes,Yes,3,2,40,GetFood
1,Yes,Yes,2,1,21,GetExit
1,Yes,Yes,1.538848,0.3522427,21,GetExit
1,Yes,Yes,1,0,21,GetExit
7,Yes,Yes,2,0,13,GetExit
6,Yes,Yes,1,0,14,GetExit
5,Yes,Yes,0,0,15,GetExit
4,Yes,Yes,0,0,16,GetExit
3,Yes,Yes,0,0,15,GetExit
2,Yes,Yes,1,0,14,GetExit
1,Yes,Yes,1.422804,0.3879249,13,GetExit
0,Yes,Yes,2,0,12,GetExit
0,Yes,Yes,2,0,12,GetExit
0,Yes,Yes,2,0,12,GetExit
0,Yes,Yes,1.45222,0,12,GetExit
0,Yes,Yes,1,0,12,GetExit
0,Yes,Yes,1,0,12,GetExit
0,Yes,Yes,1,0,12,GetExit
7,Yes,Yes,3,2,23,GetFood
6,Yes,Yes,2,2,24,GetFood
6,Yes,Yes,1.807342,0,14,GetFood
6,Yes,Yes,1,0,14,GetFood
5,Yes,Yes,0,0,15,GetFood
4,Yes,Yes,1,0,16,GetFood
3,Yes,Yes,0.3766224,0,17,GetFood
2,Yes,Yes,1,0,18,GetFood
1,Yes,Yes,0,0,19,GetFood
1,Yes,Yes,0,0,19,GetFood
1,No,Yes,0,1000,-1,GetExit
0,No,Yes,1,1000,0,GetExit
0,No,Yes,1,1000,0,GetExit
7,Yes,Yes,2,0,13,GetFood
6,Yes,Yes,1,0,14,GetFood
5,Yes,Yes,0,0,15,GetFood
4,Yes,Yes,0,0.8600819,16,GetFood
3,Yes,Yes,1,1,17,GetFood
2,Yes,Yes,0,1,18,GetFood
1,Yes,Yes,1,1,19,GetFood
1,Yes,Yes,0.1915661,0.1915661,9,GetExit
0,Yes,Yes,1,0,8,GetExit
7,Yes,Yes,1,0,33,GetExit
6,Yes,Yes,0,0,34,GetExit
5,Yes,Yes,0.7628074,0.2371926,33,GetExit
4,Yes,Yes,0,0,32,GetExit
3,Yes,Yes,1,0,31,GetExit
2,Yes,Yes,0,0,30,GetExit
1,Yes,Yes,0.964327,0.4088528,29,GetExit
7,Yes,Yes,3,0,3,GetExit
6,Yes,Yes,2,0,4,GetExit
5,Yes,Yes,0.7843328,0.2156672,5,GetExit
4,Yes,Yes,0,0,6,GetExit
3,Yes,Yes,0,0,5,GetExit
2,Yes,Yes,1,0,4,GetExit
1,Yes,Yes,1.383403,0.43292,3,GetExit
7,Yes,Yes,1,1,27,GetFood
6,Yes,Yes,0,1,28,GetFood
5,Yes,Yes,1,0.9575109,29,GetFood
4,Yes,Yes,0.1114838,0.1114838,30,GetFood
3,Yes,Yes,0,0,31,GetFood
2,Yes,Yes,1,1,32,GetFood
2,Yes,Yes,1,1,32,GetFood
2,Yes,Yes,1,1,32,GetFood
2,Yes,Yes,1,1,24,GetFood
2,Yes,Yes,1,1,24,GetFood
2,Yes,Yes,0.5508072,0.2676299,14,GetFood
2,Yes,Yes,0.3098922,0.5085449,14,GetFood
2,Yes,Yes,0.05373526,0.7647018,14,GetFood
3,Yes,Yes,1,1,15,GetFood
4,Yes,Yes,1,1,16,GetFood
4,Yes,Yes,1,0,6,GetExit
3,Yes,Yes,0,0,7,GetExit
3,Yes,Yes,0,0,7,GetExit
3,Yes,Yes,0,0,7,GetExit
2,Yes,Yes,1,0,6,GetExit
1,Yes,Yes,2,0,5,GetExit
7,Yes,Yes,1,0,39,GetExit
6,Yes,Yes,0,0,40,GetExit
5,Yes,Yes,0.5778995,0.5778995,41,GetExit
4,Yes,Yes,0.8538985,0.8538985,42,GetExit
3,Yes,Yes,0,0,43,GetExit
2,Yes,Yes,1,0,42,GetExit
1,Yes,Yes,1.387059,1.387059,41,GetExit
0,Yes,Yes,2,1,40,GetExit
0,Yes,Yes,2,1,40,GetExit
0,Yes,Yes,2,1,40,GetExit
0,Yes,Yes,1.371863,0.3718629,40,GetExit
0,Yes,Yes,1,0,40,GetExit
0,Yes,Yes,1,0,40,GetExit
0,Yes,Yes,1,0,40,GetExit
7,Yes,Yes,3,0,13,GetFood
6,Yes,Yes,2,0,14,GetFood
5,Yes,Yes,0.763,0.03900003,15,GetFood
4,Yes,Yes,0.9050331,0.9050331,16,GetFood
4,Yes,Yes,1,1,16,GetFood
4,No,Yes,1,1000,-4,GetExit
4,No,Yes,0.7357764,1000,-4,GetExit
4,No,Yes,0,1000,-4,GetExit
3,No,Yes,0,1000,-3,GetExit
2,No,Yes,0,1000,-2,GetExit
1,No,Yes,1,1000,-1,GetExit
7,Yes,Yes,1,1,45,GetFood
6,Yes,Yes,0,1,46,GetFood
5,Yes,Yes,0.5735512,0.5735512,47,GetFood
4,Yes,Yes,0.8765671,0,48,GetFood
3,Yes,Yes,2,1,49,GetFood
2,Yes,Yes,1,1,50,GetFood
1,Yes,Yes,0,0,51,GetFood
1,Yes,Yes,0,1,41,GetExit
0,Yes,Yes,1,1,40,GetExit
7,Yes,Yes,3,2,45,GetFood
6,Yes,Yes,2,2,46,GetFood
5,Yes,Yes,1,0,47,GetFood
4,Yes,Yes,0,0,48,GetFood
4,Yes,Yes,0,0,38,GetFood
5,Yes,Yes,1,0,37,GetFood
6,Yes,Yes,1.449963,1.449963,36,GetFood
7,Yes,Yes,2,1,35,GetFood
7,Yes,Yes,2,1,35,GetFood
6,Yes,Yes,1,1,36,GetFood
5,Yes,Yes,0,0,37,GetFood
6,Yes,Yes,1,1,36,GetFood
7,Yes,Yes,2,1,35,GetFood
7,Yes,Yes,2,1,35,GetFood
6,Yes,Yes,1,0,20,GetExit
7,Yes,Yes,2,0,19,GetExit
7,Yes,Yes,2,0,19,GetExit
7,Yes,Yes,2,0,19,GetExit
7,Yes,Yes,1.588462,0,19,GetExit
7,Yes,Yes,1,0,19,GetExit
6,Yes,Yes,0,0,20,GetExit
5,Yes,Yes,0,0,21,GetExit
4,Yes,Yes,0,0,22,GetExit
3,Yes,Yes,1,0,23,GetExit
2,Yes,Yes,1,1,24,GetExit
1,Yes,Yes,0,1,23,GetExit
7,Yes,Yes,2,0,23,GetExit
6,Yes,Yes,1,0,24,GetExit
5,Yes,Yes,0.2295769,0.2295769,25,GetExit
4,Yes,Yes,0.1332259,0.1332259,24,GetExit
3,Yes,Yes,1,0,23,GetExit
2,Yes,Yes,0,0,22,GetExit
1,Yes,Yes,0.37115,0.03403401,21,GetExit
0,Yes,Yes,2,0,24,GetFood
0,Yes,Yes,2,0,24,GetFood
0,Yes,Yes,1.73793,0.2620701,24,GetFood
0,Yes,Yes,1,1,24,GetFood
0,Yes,Yes,1,1,24,GetFood
1,Yes,Yes,0,1,25,GetFood
2,Yes,Yes,0.5855236,0.5855236,26,GetFood
3,Yes,Yes,1,1,25,GetFood
3,Yes,Yes,1,1,25,GetFood
2,Yes,Yes,0,1,16,GetExit
1,Yes,Yes,0.860606,0.4547129,15,GetExit
0,Yes,Yes,1.02364,0,14,GetExit
0,Yes,Yes,1,0,14,GetExit
7,Yes,No,1000,1000,29,GetFood
6,Yes,No,1000,1000,30,GetFood
5,Yes,No,1000,1000,31,GetFood
5,Yes,No,1000,1000,31,GetFood
5,Yes,No,1000,1000,23,GetFood
4,Yes,No,1000,1000,14,GetFood
3,Yes,No,1000,1000,7,GetFood
2,No,No,1000,1000,-2,GetExit
1,No,No,1000,1000,-1,GetExit
0,No,No,1000,1000,0,GetExit
0,No,No,1000,1000,0,GetExit
0,No,No,1000,1000,0,GetExit
0,No,No,1000,1000,0,GetExit
0,No,No,1000,1000,0,GetExit
0,Yes,Yes,4,2,38,GetExit
0,Yes,Yes,4,2,38,GetExit
0,Yes,Yes,3,1,38,GetExit
0,Yes,Yes,3,1,38,GetExit
0,Yes,Yes,3,1,38,GetExit
0,Yes,Yes,3,1,38,GetExit
0,Yes,Yes,2,0,38,GetExit
7,Yes,Yes,2,1,29,GetFood
6,Yes,Yes,1,1,30,GetFood
6,Yes,Yes,0.06795025,0.06795025,30,GetFood
6,Yes,Yes,0,0,30,GetFood
5,Yes,Yes,1,2,11,GetFood
4,Yes,Yes,2,0,2,GetExit
4,Yes,Yes,1.091575,0.9084249,2,GetExit
3,Yes,Yes,2,1,1,GetExit
2,Yes,Yes,3,1,0,GetExit
1,Yes,Yes,4,1,-1,GetExit
0,Yes,Yes,4,2,-2,GetExit
0,Yes,Yes,4,2,-2,GetExit
0,Yes,Yes,4,2,-2,GetExit
0,Yes,Yes,4,2,-2,GetExit
7,Yes,Yes,1,0,41,GetFood
6,Yes,Yes,0,0,42,GetFood
5,Yes,Yes,0.05426073,0.7683301,41,GetFood
6,Yes,Yes,1,1,42,GetFood
6,Yes,Yes,1,1,42,GetFood
6,Yes,Yes,1,1,42,GetFood
6,Yes,Yes,0.557807,0.557807,42,GetFood
6,Yes,Yes,0,2,32,GetFood
5,Yes,Yes,0,2,33,GetFood
4,Yes,Yes,1,2,34,GetFood
3,Yes,Yes,1,1,35,GetFood
3,Yes,Yes,1,1,27,GetFood
3,Yes,Yes,1,2,17,GetFood
3,Yes,Yes,1,2,17,GetFood
3,Yes,Yes,0.02377701,1.023777,17,GetFood
2,Yes,Yes,1,1,18,GetFood
2,Yes,Yes,1,2,8,GetExit
1,Yes,Yes,2,2,9,GetExit
0,Yes,Yes,3,2,8,GetExit
0,Yes,Yes,3,2,8,GetExit
0,Yes,Yes,3,2,8,GetExit
7,Yes,Yes,1,2,17,GetFood
6,Yes,Yes,0,2,18,GetFood
6,Yes,Yes,0,2,18,GetFood
6,Yes,Yes,0,2,18,GetFood
7,Yes,Yes,1,2,17,GetFood
7,Yes,Yes,1,2,17,GetFood
7,Yes,Yes,1,1.229996,17,GetFood
6,Yes,Yes,0,1,18,GetFood
5,Yes,Yes,1,1,19,GetFood
4,Yes,Yes,1,1,14,GetFood
4,Yes,Yes,0.2515221,1.748478,14,GetFood
3,Yes,Yes,1,2,15,GetFood
2,Yes,Yes,2,2,16,GetFood
2,Yes,Yes,2,3,8,GetExit
1,Yes,Yes,2.244328,2.244328,9,GetExit
0,Yes,Yes,3,2,8,GetExit
0,Yes,Yes,3,2,8,GetExit
0,Yes,Yes,3,2,8,GetExit
0,Yes,Yes,2.227741,1.227741,8,GetExit
7,Yes,Yes,4,3,3,GetFood
6,Yes,Yes,3,3,4,GetFood
6,Yes,Yes,2.185485,2.185485,4,GetFood
6,No,Yes,2,1000,-6,GetExit
6,No,Yes,2,1000,-6,GetExit
5,No,Yes,1,1000,-5,GetExit
4,No,Yes,0.8814931,1000,-4,GetExit
3,No,Yes,0,1000,-3,GetExit
2,No,Yes,1,1000,-2,GetExit
1,No,Yes,2,1000,-1,GetExit
0,No,Yes,2,1000,0,GetExit
7,Yes,Yes,2,1,49,GetFood
6,Yes,Yes,1,1,50,GetFood
6,Yes,Yes,0.2232113,0.2232113,50,GetFood
6,Yes,Yes,0,0,50,GetFood
7,Yes,Yes,1,0,49,GetFood
7,Yes,Yes,1,0,49,GetFood
7,Yes,Yes,0.1662102,0.8337898,49,GetFood
6,Yes,Yes,1,2,38,GetFood
7,Yes,Yes,0,2,37,GetFood
7,Yes,Yes,0,2,37,GetFood
7,Yes,Yes,0,2,37,GetFood
7,Yes,Yes,0,2,37,GetFood
6,Yes,Yes,1,2,38,GetFood
5,Yes,Yes,2,2,39,GetFood
4,Yes,Yes,2,2,40,GetFood
4,Yes,Yes,2,0,24,GetExit
3,Yes,Yes,1,0,25,GetExit
3,Yes,Yes,1,0,25,GetExit
2,Yes,Yes,0,0,26,GetExit
1,Yes,Yes,1,1,27,GetExit
0,Yes,Yes,2,1,26,GetExit
0,Yes,Yes,2,1,26,GetExit
0,Yes,Yes,1.136539,0.1365386,26,GetExit
0,Yes,Yes,1,0,26,GetExit
0,Yes,Yes,1,0,26,GetExit
0,Yes,Yes,1,0,26,GetExit
0,Yes,Yes,0.2403689,0.759631,26,GetExit
0,Yes,Yes,3,0,8,GetExit
0,Yes,Yes,3,0,8,GetExit
0,Yes,Yes,2.406104,0.7788868,8,GetExit
0,Yes,Yes,2,1,8,GetExit
0,Yes,Yes,2,1,8,GetExit
0,Yes,Yes,2,1,8,GetExit
0,Yes,Yes,2,1.744118,8,GetExit
7,Yes,Yes,1,0,23,GetExit
6,Yes,Yes,0,0,24,GetExit
5,Yes,Yes,0.4115925,1.411592,23,GetExit
4,Yes,Yes,1,1,22,GetExit
3,Yes,Yes,1,1,21,GetExit
2,Yes,Yes,0,1,20,GetExit
3,Yes,Yes,1,1,21,GetExit
2,Yes,Yes,0,1,20,GetExit
3,Yes,Yes,1,1,21,GetExit
2,Yes,Yes,0,1,20,GetExit
3,Yes,Yes,1,0,21,GetExit
2,Yes,Yes,0,0,20,GetExit
1,Yes,Yes,1,0,19,GetExit
0,Yes,Yes,2,0,18,GetExit
1,Yes,Yes,0.2003078,0.9758732,19,GetExit
0,Yes,Yes,1,1,18,GetExit
0,Yes,Yes,1,1,18,GetExit
0,Yes,Yes,1,1,18,GetExit
0,Yes,Yes,0.2499081,1,18,GetExit
1,Yes,Yes,1,1,19,GetExit
1,Yes,Yes,1,1,19,GetExit
1,Yes,Yes,1,1,19,GetExit
0,Yes,Yes,0.844848,1,18,GetExit
0,Yes,Yes,1,1,18,GetExit
7,Yes,Yes,3,1,25,GetExit
6,Yes,Yes,2,1,26,GetExit
5,Yes,Yes,0.06228209,0.06228209,27,GetExit
4,Yes,Yes,0,0,28,GetExit
3,Yes,Yes,1,0,29,GetExit
2,Yes,Yes,0,0,30,GetExit
1,Yes,Yes,0.751265,0.751265,29,GetExit
0,Yes,Yes,1,0,28,GetExit
0,Yes,Yes,1,0,28,GetExit
0,Yes,Yes,1,0,28,GetExit
0,Yes,Yes,0.4131311,0.5868689,28,GetExit
1,Yes,Yes,1,1,29,GetExit
1,Yes,Yes,1,1,29,GetExit
1,Yes,Yes,1,1,29,GetExit
0,Yes,Yes,0.617058,0.201319,28,GetExit
0,Yes,Yes,1,0,28,GetExit
0,Yes,Yes,2,1,0,GetExit
0,Yes,Yes,2,1,0,GetExit
0,Yes,Yes,1.132217,0,0,GetExit
0,Yes,Yes,1,0,0,GetExit
0,Yes,Yes,1,0,0,GetExit
0,Yes,Yes,1,0,0,GetExit
0,Yes,Yes,0.2088623,1,0,GetExit
0,Yes,Yes,2,1,50,GetFood
0,Yes,Yes,2,1,50,GetFood
0,Yes,Yes,1.228351,0.2283511,50,GetFood
1,Yes,Yes,0,0,51,GetFood
1,Yes,Yes,0,1,33,GetFood
0,Yes,Yes,1,1,32,GetFood
0,Yes,Yes,0.1322565,1,32,GetFood
